customer_id,age,tenure_months,contract_type,monthly_charges,total_charges,internet_addon,support_calls,tech_issues_reported,payment_delay_days,churned
10155,62,2,Month-to-Month,76.07,148.27,Yes,1,1,9,1
10156,39,3,Two Year,80.35,215.63,No,2,2,4,1
10157,33,56,Month-to-Month,87.65,4473.73,Yes,1,1,2,0
10158,41,59,One Year,100.5,5688.12,Yes,2,2,1,0
10159,69,2,One Year,46.98,87.71,No,1,1,0,1
10160,71,2,Month-to-Month,102.5,180.82,No,1,0,3,1
10161,31,54,Month-to-Month,69.83,3334.11,Yes,2,1,2,0
10162,28,1,Month-to-Month,27.71,25.87,Yes,2,1,2,1
10163,36,19,Month-to-Month,25.86,492.06,Yes,2,2,0,0
10164,40,2,Month-to-Month,53.42,110.0,Yes,1,2,2,1
10165,51,53,Month-to-Month,98.49,4524.8,Yes,1,0,5,1
10166,57,44,Two Year,90.77,3708.8,Yes,0,0,8,0
10167,30,32,Two Year,98.86,2752.42,No,2,0,0,0
10168,56,70,Month-to-Month,71.73,4284.6,No,3,0,2,0
10169,61,32,Month-to-Month,64.02,2012.47,No,1,2,2,1
10170,45,68,Month-to-Month,34.75,2293.27,Yes,1,0,6,0
10171,57,55,One Year,52.82,2564.05,Yes,0,0,4,0
10172,33,56,Two Year,63.4,3183.87,No,0,1,10,0
10173,67,17,Month-to-Month,28.86,419.35,Yes,0,1,9,1
10174,68,38,Month-to-Month,42.06,1625.43,Yes,0,1,0,0
10175,45,24,One Year,79.82,2001.77,Yes,0,0,3,0
10176,21,69,One Year,93.57,5662.79,No,2,0,2,0
10177,45,70,Month-to-Month,119.83,7518.21,No,2,0,0,1
10178,74,11,One Year,113.31,1275.93,Yes,2,1,0,1
10179,29,16,Month-to-Month,84.26,1395.74,No,1,0,0,1
10180,33,59,Month-to-Month,62.12,3422.91,Yes,1,1,4,1
10181,70,70,One Year,83.62,5034.65,Yes,1,0,1,0
10182,71,3,Two Year,98.57,253.68,No,1,2,5,1
10183,66,20,Month-to-Month,31.83,614.19,No,0,2,2,0
10184,53,59,Two Year,60.99,3341.41,Yes,2,1,3,1
10185,37,36,Month-to-Month,103.98,3203.24,Yes,1,2,1,0
10186,43,19,One Year,58.38,1072.23,No,0,1,1,1
10187,73,67,Month-to-Month,77.19,4407.66,No,0,0,1,0
10188,73,19,Two Year,78.78,1508.01,No,1,0,0,1
10189,43,20,Two Year,38.45,700.78,Yes,0,1,5,1
10190,39,71,Month-to-Month,56.22,3425.02,No,1,0,2,0
10191,73,52,Two Year,53.45,2689.54,No,1,3,0,0
10192,26,33,Two Year,22.62,693.86,Yes,2,2,5,0
10193,22,40,One Year,22.42,936.94,No,1,0,0,0
10194,34,39,Month-to-Month,103.17,3858.02,Yes,1,2,1,1
10195,66,1,Two Year,47.31,42.82,Yes,0,0,2,0
10196,51,11,Two Year,71.81,783.5,Yes,2,1,0,1
10197,19,57,Month-to-Month,49.87,2570.55,Yes,1,0,3,0
10198,70,50,Two Year,114.07,5879.45,Yes,2,1,3,1
10199,72,23,Month-to-Month,45.93,977.1,No,2,2,3,1
10200,24,31,Month-to-Month,62.97,1873.94,Yes,0,1,0,1
10201,53,42,Month-to-Month,107.27,3875.11,Yes,3,0,0,1
10202,30,7,One Year,104.19,682.09,No,0,1,0,0
10203,37,16,One Year,38.61,627.94,Yes,2,0,9,1
10204,47,60,Month-to-Month,100.26,6082.55,Yes,1,1,0,0
10205,47,2,Two Year,65.82,117.8,Yes,1,0,1,0
10206,28,1,Month-to-Month,68.3,61.14,Yes,5,0,6,1
10207,48,48,Month-to-Month,33.35,1622.35,Yes,2,1,4,0
10208,20,12,Month-to-Month,28.06,348.87,No,2,0,5,0
10209,19,69,One Year,92.79,5564.24,Yes,1,0,10,1
10210,65,37,Two Year,69.65,2422.46,No,0,0,1,1
10211,20,32,One Year,63.69,1869.92,Yes,1,1,1,1
10212,73,9,Two Year,92.95,856.74,Yes,1,1,0,0
10213,32,19,Month-to-Month,96.55,1589.93,No,2,0,0,1
10214,34,48,Month-to-Month,35.89,1537.05,No,2,0,2,0
10215,65,3,Month-to-Month,81.02,243.18,Yes,0,0,0,1
10216,69,20,Month-to-Month,33.54,577.06,Yes,3,0,3,0
10217,24,24,Month-to-Month,95.14,2165.78,Yes,1,0,0,0
10218,65,54,One Year,85.7,4342.83,Yes,0,0,0,0
10219,22,33,Month-to-Month,115.66,3499.53,Yes,3,1,3,1
10220,51,24,One Year,26.9,599.71,No,2,0,0,0
10221,50,36,Month-to-Month,25.71,884.82,Yes,0,0,3,1
10222,71,38,Month-to-Month,48.22,1616.64,No,0,0,16,1
10223,62,25,One Year,46.17,1113.16,Yes,3,1,4,0
10224,33,18,Month-to-Month,44.7,813.52,Yes,0,0,1,0
10225,54,66,Two Year,110.63,7316.42,Yes,4,0,6,0
10226,20,54,One Year,44.95,2137.92,Yes,2,0,0,0
10227,64,35,Month-to-Month,47.19,1453.2,No,1,2,3,0
10228,65,61,Two Year,95.94,5288.38,Yes,0,1,0,0
10229,60,41,Month-to-Month,64.97,2456.57,Yes,0,0,0,1
10230,74,33,Month-to-Month,97.67,3002.94,No,0,0,13,0
10231,68,68,One Year,26.54,1779.34,Yes,1,1,1,0
10232,67,33,Month-to-Month,68.76,1954.44,Yes,2,1,5,1
10233,38,14,Two Year,23.36,280.25,Yes,0,0,1,0
10234,58,21,Two Year,26.27,512.16,No,2,3,5,0
10235,25,48,Two Year,110.64,5254.6,No,4,0,10,1
10236,39,20,Month-to-Month,33.92,602.89,No,1,0,1,1
10237,68,8,Month-to-Month,73.24,573.21,Yes,1,0,2,1
10238,71,7,One Year,61.11,385.83,No,1,0,2,0
10239,22,67,Month-to-Month,54.73,3766.71,Yes,4,3,8,1
10240,34,17,Month-to-Month,109.98,1924.14,Yes,3,2,0,1
10241,54,33,Month-to-Month,22.18,665.67,No,2,0,2,0
10242,31,48,Month-to-Month,86.38,3715.03,Yes,3,1,1,1
10243,56,59,Month-to-Month,116.34,6399.09,Yes,4,1,0,1
10244,58,22,Two Year,76.02,1502.03,Yes,3,0,0,1
10245,45,30,Two Year,113.68,3357.46,Yes,2,1,2,0
10246,48,38,Month-to-Month,25.23,973.33,No,1,1,6,0
10247,34,51,Month-to-Month,61.88,3107.34,Yes,1,2,1,0
10248,52,54,Month-to-Month,46.02,2522.03,Yes,0,0,2,0
10249,57,8,Two Year,93.08,692.07,Yes,1,1,3,0
10250,39,27,Month-to-Month,118.13,2810.8,No,1,0,1,0
10251,62,27,One Year,45.65,1229.58,No,2,0,7,0
10252,65,21,Month-to-Month,85.42,1654.07,Yes,2,1,1,1
10253,70,30,One Year,39.81,1175.49,No,0,0,0,0
10254,46,28,Month-to-Month,76.53,1937.4,No,1,2,0,1
10255,27,64,One Year,66.39,3680.64,Yes,2,1,6,0
10256,35,69,Month-to-Month,117.2,8479.14,Yes,0,0,13,1
10257,52,61,One Year,80.85,4346.14,Yes,1,0,1,0
10258,61,48,Month-to-Month,54.95,2763.37,No,1,0,0,1
10259,33,19,One Year,31.41,623.92,Yes,0,2,1,1
10260,67,4,Two Year,35.12,141.71,Yes,2,0,3,1
10261,66,35,Month-to-Month,42.53,1461.58,Yes,2,1,2,0
10262,24,64,Two Year,45.1,2787.0,No,1,0,9,0
10263,47,49,One Year,105.06,5267.48,Yes,1,2,5,1
10264,36,17,Month-to-Month,76.12,1174.84,No,5,1,6,1
10265,72,44,Month-to-Month,72.34,3003.24,No,4,1,2,1
10266,40,30,Month-to-Month,31.48,919.73,Yes,2,1,1,0
10267,25,46,One Year,106.01,4546.02,Yes,0,0,3,1
10268,34,6,One Year,92.28,517.97,Yes,1,0,1,1
10269,38,37,Month-to-Month,26.77,907.35,No,1,0,1,0
10270,43,24,Month-to-Month,90.78,2097.77,Yes,2,2,0,1
10271,74,46,Two Year,74.35,3488.89,Yes,0,1,2,0
10272,45,53,Two Year,28.17,1329.24,Yes,0,0,2,0
10273,56,60,Month-to-Month,65.83,4095.49,Yes,3,0,2,1
10274,50,63,Two Year,68.47,4261.06,No,1,0,0,0
10275,57,32,Month-to-Month,36.58,1187.71,No,1,0,2,1
10276,36,33,Month-to-Month,114.57,3634.26,No,0,1,0,1
10277,46,67,Two Year,105.0,7076.53,Yes,1,2,3,0
10278,37,18,Month-to-Month,86.9,1334.64,Yes,2,1,1,1
10279,37,25,Month-to-Month,66.23,1678.39,No,0,0,5,0
10280,27,54,Month-to-Month,61.18,2834.68,Yes,1,0,4,1
10281,29,58,Two Year,85.1,5073.92,No,2,0,3,0
10282,73,67,Two Year,74.54,5235.86,Yes,1,2,3,0
10283,50,46,Month-to-Month,26.23,1096.56,Yes,2,0,2,1
10284,73,24,Month-to-Month,71.25,1525.43,No,0,0,0,0
10285,42,32,Month-to-Month,100.64,3230.38,No,2,1,3,1
10286,42,47,One Year,65.92,2790.29,No,3,1,1,0
10287,70,23,Month-to-Month,25.2,593.0,Yes,2,0,1,1
10288,21,66,One Year,98.63,5667.04,Yes,3,1,1,0
10289,21,27,Month-to-Month,40.14,948.51,Yes,3,1,7,1
10290,26,2,Month-to-Month,45.86,95.92,Yes,3,0,0,1
10291,32,17,Month-to-Month,36.47,610.55,No,2,2,1,1
10292,73,33,Month-to-Month,53.02,1783.56,Yes,1,0,9,0
10293,43,9,Two Year,95.68,787.81,No,0,1,4,1
10294,32,43,Month-to-Month,71.94,3047.94,Yes,0,0,0,0
10295,43,48,Month-to-Month,40.49,1882.98,No,1,0,7,1
10296,45,39,Month-to-Month,107.78,4079.97,Yes,0,2,0,0
10297,24,42,Month-to-Month,107.96,4473.14,Yes,2,0,3,1
10298,49,26,Month-to-Month,107.06,2686.34,No,3,0,2,1
10299,29,50,Month-to-Month,43.88,2053.17,Yes,2,0,2,1
10300,52,25,Month-to-Month,65.12,1473.64,No,2,1,3,1
10301,69,24,One Year,118.5,2854.57,No,1,2,0,1
10302,49,13,Month-to-Month,97.2,1131.24,No,0,0,0,0
10303,26,60,Month-to-Month,22.72,1347.48,Yes,1,1,3,0
10304,31,7,Two Year,26.52,166.46,Yes,2,2,1,1
10305,30,57,Month-to-Month,66.39,3689.87,Yes,3,0,10,1
10306,73,36,Month-to-Month,110.92,3990.79,Yes,1,0,1,0
10307,61,45,Month-to-Month,73.87,2970.94,Yes,1,2,0,0
10308,50,20,Month-to-Month,69.78,1202.99,Yes,1,0,3,1
10309,49,65,One Year,30.55,1739.9,Yes,1,1,1,0
10310,36,8,Month-to-Month,85.68,665.7,Yes,2,0,0,1
10311,47,16,One Year,102.21,1667.89,Yes,0,1,1,0
10312,33,14,Month-to-Month,58.04,697.99,Yes,3,1,9,1
10313,29,15,Month-to-Month,97.56,1458.76,Yes,2,1,1,1
10314,27,66,One Year,116.45,7057.5,No,2,0,1,0
10315,19,32,Month-to-Month,40.38,1222.0,Yes,1,1,1,1
10316,35,63,One Year,72.33,4719.8,Yes,2,1,0,0
10317,30,51,Month-to-Month,48.71,2276.52,Yes,3,0,0,1
10318,46,25,One Year,99.29,2340.93,No,1,0,5,1
10319,41,58,Month-to-Month,77.76,3845.91,Yes,3,1,11,0
10320,55,63,Two Year,83.46,4555.09,Yes,0,1,0,0
10321,29,62,Month-to-Month,99.79,5578.91,No,3,2,2,1
10322,46,22,Two Year,59.6,1121.82,No,3,0,10,1
10323,39,58,Month-to-Month,111.51,6314.14,Yes,2,0,0,0
10324,53,58,One Year,73.3,3976.25,Yes,1,0,0,0
10325,18,49,Month-to-Month,35.8,1683.38,Yes,1,0,7,1
10326,60,52,Two Year,89.59,4122.6,Yes,2,1,3,0
10327,72,42,Month-to-Month,99.33,3793.0,No,1,0,0,1
10328,57,70,Month-to-Month,51.68,3555.25,Yes,3,1,1,0
10329,51,15,Month-to-Month,105.72,1654.09,No,4,0,0,1
10330,51,54,Month-to-Month,110.61,5137.23,Yes,3,2,1,1
10331,65,60,Month-to-Month,47.69,2941.74,No,1,0,4,1
10332,50,8,Two Year,118.35,914.02,Yes,1,0,2,0
10333,21,53,Two Year,34.07,1738.51,Yes,1,0,3,0
10334,55,60,Month-to-Month,40.2,2291.53,Yes,1,2,1,0
10335,47,5,Two Year,38.42,165.95,Yes,1,1,0,1
10336,70,68,Month-to-Month,109.4,6457.04,Yes,1,1,0,0
10337,69,6,Month-to-Month,85.43,497.3,No,1,0,5,1
10338,63,47,One Year,35.21,1519.49,Yes,1,0,3,0
10339,37,55,One Year,64.03,3639.46,No,4,0,0,1
10340,43,40,Two Year,81.53,3037.21,Yes,0,2,1,0
10341,32,52,Month-to-Month,28.35,1295.32,Yes,3,1,4,1
10342,24,16,One Year,108.24,1719.62,No,1,2,2,1
10343,24,13,Month-to-Month,100.36,1185.52,Yes,2,0,1,1
10344,67,30,Month-to-Month,70.52,2020.6,Yes,2,1,0,1
10345,46,19,Month-to-Month,116.71,2194.35,Yes,1,1,0,1
10346,40,17,Two Year,61.78,1081.82,Yes,1,1,5,1
10347,51,63,Two Year,118.41,7522.78,No,3,0,2,1
10348,37,19,One Year,86.79,1624.72,No,1,0,3,1
10349,32,58,Month-to-Month,83.47,4773.13,Yes,1,0,5,0
10350,50,55,Month-to-Month,36.6,2091.88,No,1,1,12,0
10351,70,62,Month-to-Month,108.19,6098.48,Yes,0,0,0,0
10352,34,23,Month-to-Month,62.75,1227.08,Yes,0,1,0,1
10353,37,9,Month-to-Month,36.22,294.81,No,1,2,1,0
10354,74,12,One Year,21.26,227.97,Yes,2,2,0,1
10355,30,1,Month-to-Month,75.98,74.64,No,1,1,4,1
10356,61,58,Month-to-Month,72.74,4120.8,No,2,0,6,0
10357,41,1,Month-to-Month,91.94,89.06,No,1,2,3,1
10358,71,34,Month-to-Month,109.03,3163.01,No,0,0,0,0
10359,64,48,Month-to-Month,27.94,1335.43,Yes,1,3,0,1
10360,73,1,Two Year,93.15,85.2,Yes,3,2,1,0
10361,54,16,One Year,38.74,609.31,Yes,2,1,5,0
10362,24,61,Two Year,105.82,6205.31,No,1,0,1,0
10363,25,64,Month-to-Month,101.91,5990.98,Yes,2,2,0,0
10364,40,63,Month-to-Month,74.08,4092.6,Yes,0,0,0,0
10365,31,69,Month-to-Month,91.02,5456.92,Yes,1,2,13,0
10366,21,22,Two Year,51.44,1150.13,No,0,2,3,0
10367,38,67,One Year,67.12,4648.5,No,1,1,6,0
10368,63,26,Month-to-Month,102.16,2602.92,Yes,1,1,4,1
10369,27,16,Month-to-Month,65.93,918.47,Yes,2,1,2,1
10370,39,51,Month-to-Month,55.78,2646.8,Yes,0,3,0,1
10371,47,57,One Year,69.42,3940.27,Yes,2,1,1,0
10372,47,29,Two Year,102.82,2999.56,Yes,0,0,2,1
10373,33,69,One Year,53.52,3226.26,No,2,0,6,1
10374,28,47,Month-to-Month,37.38,1493.34,No,1,3,0,1
10375,39,62,Month-to-Month,91.2,5611.58,Yes,1,0,0,1
10376,46,69,Month-to-Month,102.6,6522.39,Yes,1,1,2,0
10377,42,16,Month-to-Month,30.06,433.3,Yes,1,0,0,0
10378,31,48,Month-to-Month,43.99,1800.24,Yes,0,2,2,1
10379,31,39,One Year,34.2,1277.86,Yes,1,0,0,0
10380,19,33,One Year,54.79,1844.65,Yes,2,3,0,1
10381,71,23,Month-to-Month,65.04,1558.04,Yes,0,0,1,0
10382,30,10,Two Year,94.88,913.84,No,1,1,2,1
10383,20,69,Month-to-Month,85.11,5595.95,No,1,1,2,0
10384,47,34,Month-to-Month,82.09,2419.88,Yes,1,1,0,1
10385,35,52,Month-to-Month,55.24,2756.93,Yes,0,1,6,0
10386,71,10,Month-to-Month,104.14,964.33,No,0,0,0,1
10387,53,19,Month-to-Month,67.13,1239.03,No,0,1,0,1
10388,38,58,Month-to-Month,117.91,6344.65,Yes,2,0,2,0
10389,70,1,Month-to-Month,83.41,74.91,Yes,0,0,0,1
10390,36,69,Two Year,32.63,1956.51,Yes,3,2,2,0
10391,33,4,Month-to-Month,87.62,319.98,Yes,3,2,9,1
10392,45,16,Month-to-Month,52.51,730.38,Yes,1,2,3,1
10393,21,24,Month-to-Month,88.63,1883.31,Yes,1,0,2,1
10394,68,2,One Year,26.96,56.48,Yes,2,0,2,0
10395,72,32,Month-to-Month,37.49,1126.28,Yes,2,1,0,0
10396,32,24,Two Year,105.57,2423.15,Yes,3,0,1,1
10397,18,12,Month-to-Month,42.72,525.31,No,3,1,1,1
10398,65,50,Month-to-Month,103.7,5439.65,Yes,2,3,9,1
10399,64,35,One Year,47.93,1621.42,No,3,0,0,0
10400,33,33,Month-to-Month,84.29,2816.33,Yes,0,1,1,0
10401,71,33,Month-to-Month,89.42,2701.18,Yes,1,1,8,0
10402,37,61,Month-to-Month,71.27,3961.19,Yes,0,0,4,0
10403,50,51,One Year,50.53,2398.03,Yes,1,2,10,0
10404,34,43,Month-to-Month,41.26,1746.68,Yes,1,0,2,0
10405,22,12,Month-to-Month,23.32,276.04,Yes,2,0,1,1
10406,22,67,Two Year,50.39,3082.57,Yes,0,0,5,0
10407,56,65,Month-to-Month,85.32,4861.68,No,2,1,1,0
10408,30,33,Two Year,113.83,3668.04,Yes,1,0,0,0
10409,61,40,One Year,107.12,3752.05,No,2,2,3,1
10410,53,43,Month-to-Month,96.61,4011.73,Yes,0,1,3,1
10411,47,44,Month-to-Month,98.84,4299.75,Yes,0,3,6,1
10412,74,29,Month-to-Month,86.5,2483.72,Yes,0,1,9,1
10413,21,13,One Year,46.03,598.81,No,1,1,5,0
